"Country" "Year" "Child_mortality" "Fertility" "GDPPPP_percapita" "Gini" "Life_exp" "Population" "Population_density" "Population_over_60" "Urban_population"
"1145" "Cote d'Ivoire" "1990" 15.5 6.5 2420 38.1 55.7 11.9 37.5 4.21 39.3
"1146" "Croatia" "1990" 1.28 1.67 18600 23.9 72.5 4.78 87.2 17.7 51
"1147" "Cuba" "1990" 1.34 1.75 5480 41.2 75 10.6 99.5 11.8 73.4
"1148" "Cyprus" "1990" 1.11 2.41 25200 29.9 75.1 0.767 85.3 13.3 66.8
"1149" "Czech Republic" "1990" 1.22 1.8 23600 20.2 71.6 10.3 133 17.8 75.2
"1150" "Denmark" "1990" 0.893 1.67 39000 25.3 75.2 5.14 121 20.4 84.8
"1151" "Djibouti" "1990" 11.8 6.09 2850 36.2 60.6 0.59 24.9 4.85 76
"1152" "Dominican Republic" "1990" 6.02 3.47 6200 50.8 72 7.13 148 5.16 55.2
"1153" "Ecuador" "1990" 5.39 3.77 8290 51.7 72 10.2 42.1 6 55.1
"1154" "Egypt" "1990" 8.58 4.66 6090 32 63.9 56.1 57.5 6.52 43.5
"1155" "El Salvador" "1990" 5.98 3.96 5290 54.3 69.8 5.27 259 4.94 49.3
"1156" "Equatorial Guinea" "1990" 17.9 5.99 1830 41.9 51.1 0.419 16.6 5.48 34.7
"1157" "Estonia" "1990" 1.76 1.94 16900 29.6 70 1.57 36.1 17.2 71.2
"1158" "Eswatini" "1990" 7.09 5.62 5100 61.3 61.8 0.822 49.2 3.63 20.2
"1159" "Ethiopia" "1990" 20.2 7.25 767 46.8 46.9 47.9 47.9 4.39 12.6
"1160" "Fiji" "1990" 2.92 3.4 8450 40.5 66.3 0.729 42.7 4.48 41.6
"1161" "Finland" "1990" 0.673 1.79 32900 22.7 75.4 5 16.5 18.5 79.4
"1162" "France" "1990" 0.899 1.75 33700 32.2 77.2 56.7 102 19.2 74.1
"1163" "Gabon" "1990" 9.26 5.42 18200 52.4 60.5 0.949 3.81 8.2 69.1
"1164" "Gambia" "1990" 16.7 6.11 2270 45.1 60.6 0.956 103 5.7 38.3
"1165" "Georgia" "1990" 4.79 2.18 11100 29.4 68.5 5.41 77.6 14.4 55
"1166" "Germany" "1990" 0.853 1.36 36700 29.2 75.7 79.1 228 20.3 73.1
"1167" "Ghana" "1990" 12.7 5.6 2410 37.6 59.4 14.8 67.9 4.39 36.4
"1168" "Greece" "1990" 1.04 1.47 24300 35.5 77.2 10.2 78.8 19.9 71.5
"1169" "Grenada" "1990" 2.23 3.84 8810 38.8 69.2 0.0963 291 9.57 33.4
"1170" "Guatemala" "1990" 8.01 5.44 5560 59.1 61.4 9.26 84.8 5.41 42
"1171" "Guinea" "1990" 23.6 6.6 1510 46.9 51.9 6.35 25.9 6.53 28
"1172" "Guinea-Bissau" "1990" 22.3 6.63 2000 45.8 48.6 0.975 34.6 7.33 30.8
"1173" "Guyana" "1990" 6.03 3.07 4840 44.8 62.4 0.743 3.79 5.84 29.6
"1174" "Haiti" "1990" 14.4 5.43 3540 56.5 54.6 7.04 251 5.91 28.5
"1175" "Honduras" "1990" 5.8 5.14 3990 57.4 69.1 4.96 46.3 4.85 40.5
"1176" "Hong Kong, China" "1990" 0.74 1.3 28800 48.5 77.5 5.73 5310 12.7 99.5
"1177" "Hungary" "1990" 1.73 1.81 18100 27.2 69.5 10.4 115 19 65.8
"1178" "Iceland" "1990" 0.643 2.16 34200 25.8 78.1 0.255 2.54 14.6 90.8
"1179" "India" "1990" 12.6 4.05 1810 32.1 59.6 873 293 6.4 25.5
"1180" "Indonesia" "1990" 8.42 3.12 4530 31.2 64 181 95.3 6.54 30.6
"1181" "Iran" "1990" 5.6 4.82 8630 43.6 66.7 56.4 34.3 5.3 56.3
"1182" "Iraq" "1990" 5.37 5.88 4550 28.6 67 17.4 40.7 5.46 69.7
"1183" "Ireland" "1990" 0.916 2 26400 36.1 75 3.51 51 15.3 56.9
"1184" "Israel" "1990" 1.16 3 23600 35.8 77.3 4.45 222 13.1 90.4
"1185" "Italy" "1990" 0.965 1.3 36600 32 77.2 57 192 20.7 66.7
"1186" "Jamaica" "1990" 3.04 2.95 8590 41.1 75.3 2.42 221 9.23 49.4
"1187" "Japan" "1990" 0.632 1.56 32900 32.8 79.4 125 328 17.9 77.3
"1188" "Jordan" "1990" 3.61 5.49 7920 40.8 71.2 3.57 39.2 3.75 73.3
"1189" "Kazakhstan" "1990" 5.23 2.83 13500 30.7 68.1 16.4 6.25 8.97 56.3
"1190" "Kenya" "1990" 10.7 6.07 3570 57.9 62.1 23.7 39.9 3.4 16.7
"1191" "Kiribati" "1990" 9.55 4.69 2130 36.9 54.6 0.0724 103 5.45 35
"1192" "Kuwait" "1990" 1.75 2.97 31200 36.3 74.9 2.1 94 2.84 98
"1193" "Kyrgyz Republic" "1990" 6.48 3.89 5160 30.8 67.3 4.37 22.9 7.96 37.8
"1194" "Lao" "1990" 15.3 6.15 1970 34.2 52.9 4.26 18.7 5.34 15.4
"1195" "Latvia" "1990" 1.7 1.94 17600 24.2 69.8 2.66 43.2 17.8 69.3
"1196" "Lebanon" "1990" 3.23 3 7550 38.7 69.9 2.8 351 6.68 83.1
"1197" "Lesotho" "1990" 9.01 4.92 1340 59.5 60.6 1.7 59.3 6.2 14
"1198" "Liberia" "1990" 26.2 6.5 1020 36.8 49.1 2.08 22.9 4.72 55.4
"1199" "Libya" "1990" 4.16 4.97 7950 39 72.6 4.44 2.53 4.59 75.7
"1200" "Lithuania" "1990" 1.5 1.96 17400 28.8 71.4 3.7 60.5 16.1 67.6
"1201" "Luxembourg" "1990" 0.87 1.56 70900 26.8 75.3 0.382 147 18.9 80.9
"1202" "Madagascar" "1990" 15.9 6.18 1850 45.6 55.9 11.6 20.4 4.59 23.6
"1203" "Malawi" "1990" 23.9 6.92 953 60.9 49.4 9.4 101 5.45 11.6
"1204" "Malaysia" "1990" 1.66 3.55 10300 46.7 71.9 18 53.3 5.75 49.8
"1205" "Maldives" "1990" 8.58 5.99 8800 41.4 65.5 0.223 750 4.66 25.8
"1206" "Mali" "1990" 23 7.17 1420 51.4 50.2 8.45 7.33 5.67 23.3
"1207" "Malta" "1990" 1.13 2.03 16100 28.8 76.6 0.362 1160 14.8 90.4
"1208" "Mauritania" "1990" 11.7 6.04 4550 46.9 59.4 2.03 1.95 4.79 39.3
"1209" "Mauritius" "1990" 2.31 2.29 7990 35.1 70.2 1.06 537 8.21 43.9
"1210" "Mexico" "1990" 4.48 3.47 14900 53.8 70.8 83.9 41.7 6.05 71.4
"1211" "Micronesia, Fed. Sts." "1990" 5.53 4.96 3000 42.7 61.3 0.0963 141 4.94 25.8
"1212" "Moldova" "1990" 3.33 2.41 15000 28.2 68.3 4.37 136 13.9 46.8
"1213" "Mongolia" "1990" 10.8 4.05 2470 33.2 60.4 2.18 1.39 5.58 57
"1214" "Montenegro" "1990" 1.65 2.08 14200 30.2 74.7 0.615 45 12.5 48
"1215" "Morocco" "1990" 7.91 4.06 3820 39.2 66.7 24.8 55.1 5.3 48.4
"1216" "Mozambique" "1990" 24.1 6.21 471 53.8 51.6 13 16.9 4.75 25
"1217" "Myanmar" "1990" 11.5 3.46 564 38.1 55.4 41.3 61.4 6.97 25.2
"1218" "Namibia" "1990" 7.37 5.23 5950 68.9 62.4 1.43 1.66 5.09 27.7
"1219" "Nepal" "1990" 14 5.17 1620 32.8 58.3 18.9 133 5.67 8.85
"1220" "Netherlands" "1990" 0.832 1.62 36500 31.1 77.2 15 444 17.4 68.7
"1221" "New Zealand" "1990" 1.12 2.4 28100 30.2 75.5 3.4 12.8 15.2 84.7
"1222" "Nicaragua" "1990" 6.64 4.6 3450 55.9 72.7 4.17 35.1 4.32 53.1
"1223" "Niger" "1990" 32.9 7.77 1120 34.8 47.4 8.03 6.61 3.57 15.4
"1224" "Nigeria" "1990" 21.1 6.49 2060 43.1 54.7 95.2 105 5.14 29.7
"1225" "North Korea" "1990" 4.34 2.29 2860 41 68 20.3 173 7.11 58.4
"1226" "North Macedonia" "1990" 3.65 2.21 11400 37.4 70.5 2 82.1 11.5 57.8
"1227" "Norway" "1990" 0.866 1.93 42100 25.1 76.9 4.25 13.9 21 72
"1228" "Oman" "1990" 3.89 7.17 30300 36.6 66.8 1.81 5.83 3.84 66.1
"1229" "Pakistan" "1990" 13.9 6.02 2920 33.3 61 108 150 5.38 30.6
"1230" "Palestine" "1990" 4.44 6.72 3110 34.6 69.1 2.1 353 3.28 67.7
"1231" "Panama" "1990" 3.08 3.06 10700 58.6 76.4 2.47 33 6.5 53.9
"1232" "Papua New Guinea" "1990" 8.71 4.8 2440 46.3 62.6 4.62 8.54 3.37 15
"1233" "Paraguay" "1990" 4.54 4.55 8480 40.8 75.8 4.22 10 6.12 48.7
"1234" "Peru" "1990" 8.05 3.83 5250 44.7 69.2 22.1 17.3 5.58 68.9
"1235" "Philippines" "1990" 5.67 4.32 4210 42.8 68.4 61.9 205 5.15 47
"1236" "Poland" "1990" 1.74 2.08 11300 27.7 71.1 38 124 14.9 61.3
"1237" "Portugal" "1990" 1.47 1.52 23600 33.8 74.3 9.9 109 19 47.9
"1238" "Qatar" "1990" 2.08 4.01 61200 35 69.9 0.476 38.1 2.06 92.8
"1239" "Romania" "1990" 3.11 1.87 13300 24 69.8 23.5 99.3 15.9 53.2
"1240" "Russia" "1990" 2.16 1.89 21500 36.1 69.5 148 9.04 15.9 73.4
"1241" "Rwanda" "1990" 15.4 7.18 937 36 50 7.29 302 3.93 5.42
"1242" "Samoa" "1990" 3.01 5.12 4060 40.7 66.9 0.163 59.4 5.89 21.2
"1243" "Sao Tome and Principe" "1990" 10.8 5.82 2560 32.1 63.5 0.119 125 6.63 43.6
"1244" "Saudi Arabia" "1990" 4.47 5.91 16700 37.6 68.1 16.2 7.45 3.95 76.6
"1245" "Senegal" "1990" 13.9 6.53 2470 55 58.6 7.53 39.1 5.03 38.9
"1246" "Serbia" "1990" 2.79 2.1 13700 39.7 70.8 9.52 104 16.5 50.4
"1247" "Seychelles" "1990" 1.66 2.74 14600 41.4 70.6 0.0706 155 9.94 49.3
"1248" "Sierra Leone" "1990" 26.3 6.72 1450 41.8 51.1 4.32 60.3 6.03 33.3
"1249" "Singapore" "1990" 0.766 1.83 37400 43.6 75.6 3.01 4420 8.38 100
"1250" "Slovak Republic" "1990" 1.47 2.04 14700 19.8 71.1 5.29 107 14.7 56.5
"1251" "Slovenia" "1990" 1.04 1.48 22100 26.2 74 2.01 98.6 15.8 50.4
"1252" "Solomon Islands" "1990" 3.85 5.85 2320 46.8 55.8 0.312 11.3 4.84 13.7
"1253" "Somalia" "1990" 17.9 7.4 1120 36.1 49.3 7.23 11.2 4.76 29.7
"1254" "South Africa" "1990" 5.92 3.65 11300 60 64.2 36.8 32.7 5.84 52
"1255" "South Korea" "1990" 1.54 1.58 12700 34.6 72.1 42.9 446 7.51 73.8
"1256" "South Sudan" "1990" 25.4 6.76 2380 47.8 54.5 5.49 8.42 4.2 13.3
"1257" "Spain" "1990" 0.914 1.34 27500 32 77 39.2 77.4 19 75.4
"1258" "Sri Lanka" "1990" 2.19 2.48 3880 32.5 69.6 17.3 274 8.9 18.5
"1259" "St. Lucia" "1990" 2.23 3.4 11700 42.6 70.2 0.138 231 7.8 29.3
"1260" "St. Vincent and the Grenadines" "1990" 2.38 2.96 6550 39.4 70.1 0.107 288 8.88 41.4
"1261" "Sudan" "1990" 13.2 6.15 2970 36 58.7 20.1 11.9 4.13 28.6
"1262" "Suriname" "1990" 4.79 3.03 13900 55 68.9 0.405 2.65 5.68 65.7
"1263" "Sweden" "1990" 0.696 2.14 34200 24.1 78 8.57 21 22.8 83.1
"1264" "Switzerland" "1990" 0.819 1.55 56300 34.3 77.9 6.65 168 19.4 73.9
"1265" "Syria" "1990" 3.73 5.31 10600 35.4 68.8 12.4 67.5 4.73 48.9
"1266" "Tajikistan" "1990" 10.2 5.23 4090 26 66.9 5.28 37.9 5.87 31.7
"1267" "Tanzania" "1990" 16.6 6.21 1390 35 55.3 25.2 29.6 4.57 18.9
"1268" "Thailand" "1990" 3.69 2.11 7100 45.3 71.3 56.6 108 6.66 29.4
"1269" "Timor-Leste" "1990" 17.4 5.34 2210 36.8 60.9 0.738 51 3.72 20.8
"1270" "Togo" "1990" 14.5 6.32 1790 49.4 58 3.77 71.3 4.68 28.6
"1271" "Tonga" "1990" 2.22 4.64 3770 38.2 71 0.0951 152 6.9 22.7
"1272" "Trinidad and Tobago" "1990" 3.04 2.45 10100 41.4 69.6 1.22 247 7.23 54.1
"1273" "Tunisia" "1990" 5.55 3.48 5800 40.2 72.3 8.24 54.3 6.63 57.9
"1274" "Turkey" "1990" 7.39 3.11 12600 42.5 68.8 53.9 70.6 7.12 59.2
"1275" "Turkmenistan" "1990" 8.46 4.34 7210 31.4 66 3.68 7.92 6.06 45.1
"1276" "Uganda" "1990" 18.5 7.09 914 43.4 48.5 17.4 88 4.42 11.1
"1277" "Ukraine" "1990" 1.94 1.81 16400 29.5 70.6 51.5 89.1 18.5 66.8
"1278" "United Arab Emirates" "1990" 1.66 4.45 51300 32.8 68.7 1.83 26.8 1.72 79.1
"1279" "United Kingdom" "1990" 0.931 1.81 31200 35.1 75.8 57.1 236 20.8 78.1
"1280" "United States" "1990" 1.12 2.07 40400 37.9 75.7 252 27.1 16.7 75.3
"1281" "Uruguay" "1990" 2.29 2.52 11100 41 73.2 3.11 18 16.3 89
"1282" "Uzbekistan" "1990" 7.25 4.21 3640 35.2 69.3 20.4 48.4 6.34 41.4
"1283" "Vanuatu" "1990" 3.57 4.93 2860 37.8 63.1 0.147 12.4 5.69 18.7
"1284" "Venezuela" "1990" 2.96 3.45 15400 43.3 72.4 19.6 21.6 6 84.3
"1285" "Vietnam" "1990" 5.14 3.55 1670 35.5 69.2 68 213 8.03 20.3
"1286" "Yemen" "1990" 12.6 8.61 4210 37.2 59.1 11.7 25.3 4.43 20.9
"1287" "Zambia" "1990" 18.6 6.44 2190 60.5 51.9 8.04 10.3 4.12 39.4
"1288" "Zimbabwe" "1990" 8.05 5.18 4170 36.9 62.4 10.4 26.1 4.73 29
"1289" "Afghanistan" "1995" 15.1 7.61 736 37.7 54.3 18.1 25.3 3.82 21.6
"1290" "Albania" "1995" 3.32 2.59 4470 27 74.6 3.11 120 9.6 38.9
"1291" "Algeria" "1995" 4.36 3.45 7940 35.3 69 28.8 12 5.17 56
"1292" "Angola" "1995" 22.3 6.92 1530 52.7 51.2 13.9 11.2 3.92 44.2
"1293" "Antigua and Barbuda" "1995" 2.08 2.21 15600 37.7 73.3 0.0687 155 10.7 34
"1294" "Argentina" "1995" 2.41 2.76 17400 48.9 73.4 34.8 12.5 13.1 88.2
"1295" "Armenia" "1995" 3.91 1.8 3010 44 70.1 3.22 117 11.4 66.1
"1296" "Australia" "1995" 0.701 1.82 32900 32.6 78.3 18 2.34 15.8 84.9
"1297" "Austria" "1995" 0.682 1.42 40400 31.1 77 7.99 96.3 19.7 61.6
"1298" "Azerbaijan" "1995" 9.45 2.58 2980 34.6 64.7 7.78 95.4 8.17 52.2
"1299" "Bahamas" "1995" 1.85 2.51 34700 44 70.8 0.28 55.9 6.93 81
"1300" "Bahrain" "1995" 1.81 3.1 47200 35.5 70.5 0.564 783 3.75 88.4
"1301" "Bangladesh" "1995" 11.4 3.73 1700 32.9 62.2 115 905 5.42 21.7
"1302" "Barbados" "1995" 1.52 1.73 13000 46 73.9 0.266 610 14.5 35.6
"1303" "Belarus" "1995" 1.57 1.47 5810 28.8 68.7 10.1 51.6 17.9 67.9
"1304" "Belgium" "1995" 0.765 1.61 37800 28.4 77 10.2 333 21.5 96.8
"1305" "Belize" "1995" 2.89 4.11 5890 57.5 72.9 0.207 8.92 5.59 46.4
"1306" "Benin" "1995" 15.6 6.36 2250 39.6 56.9 5.91 53.6 5.17 36.8
"1307" "Bhutan" "1995" 10.1 4.6 3420 41.3 63.4 0.535 13.7 5.66 20.5
"1308" "Bolivia" "1995" 9.81 4.58 5050 54.4 64 7.62 7.24 6.73 59.1
"1309" "Bosnia and Herzegovina" "1995" 1.41 1.71 2050 31.9 66.2 3.83 73.3 15.6 40.8
"1310" "Botswana" "1995" 7 3.95 9230 61.6 52.5 1.47 2.72 4.97 49
"1311" "Brazil" "1995" 4.79 2.5 11300 59.6 69.2 162 19.6 7.51 77.6
"1312" "Brunei" "1995" 1.24 2.93 72400 34.7 71.5 0.297 51.9 4.07 68.6
"1313" "Bulgaria" "1995" 1.93 1.34 11400 32.8 69.4 8.38 78.2 21.5 67.8
"1314" "Burkina Faso" "1995" 19.5 6.84 1080 48.5 50.7 10.1 37.8 4.96 15.1
"1315" "Burundi" "1995" 17.8 7.29 948 37.6 43.4 5.99 229 4.05 7.21
"1316" "Cambodia" "1995" 12 4.69 1670 42.1 59 10.7 60.3 4.53 17.3
"1317" "Cameroon" "1995" 15 5.98 2630 44 56.6 13.6 28.3 5.3 42.6
"1318" "Canada" "1995" 0.693 1.64 35600 31.4 78.1 29.2 3.22 16 77.7
"1319" "Cape Verde" "1995" 5.64 4.54 2550 52.7 68.7 0.386 102 6.89 48.8
"1320" "Central African Republic" "1995" 17.7 5.62 1100 60.3 44.7 3.22 5.26 3.6 37.2
"1321" "Chad" "1995" 20 7.43 941 38.7 53.5 7.01 5.47 4.79 21.5
"1322" "Chile" "1995" 1.31 2.31 13300 55.6 75.3 14.4 19.1 10.3 84.5
"1323" "China" "1995" 4.74 1.64 2390 34.7 69.8 1240 127 9.08 31
"1324" "Colombia" "1995" 2.97 2.66 9400 55.5 72.5 36.4 32 6.27 71.8
"1325" "Comoros" "1995" 10.8 5.25 2750 50.6 59.8 0.475 260 5.86 28.3
"1326" "Congo, Dem. Rep." "1995" 17.6 7.18 1040 42.2 53.6 41.6 19.1 4.67 32.8
"1327" "Congo, Rep." "1995" 10.5 5.14 4510 46.2 52.3 2.71 8.03 4.95 56.4
"1328" "Costa Rica" "1995" 1.48 2.82 11400 45.7 76.5 3.55 70 7.8 54.6
"1329" "Cote d'Ivoire" "1995" 15.5 6.06 2370 40.6 51.7 14.2 45 4.25 41.2
"1330" "Croatia" "1995" 0.997 1.52 15100 26.8 73 4.62 86 20 52.3
"1331" "Cuba" "1995" 1.06 1.64 3330 41.8 75.4 10.9 102 12.5 74.3
"1332" "Cyprus" "1995" 0.902 2.12 28600 29.9 75.5 0.855 93.3 13.4 68
"1333" "Czech Republic" "1995" 0.851 1.39 22800 26.1 73.4 10.4 134 17.9 74.6
"1334" "Denmark" "1995" 0.654 1.81 43000 23 75.6 5.23 123 19.8 85
"1335" "Djibouti" "1995" 11 5.35 2920 38.4 60.5 0.63 27.2 5.04 76.3
"1336" "Dominican Republic" "1995" 4.9 3.13 7400 48.4 73.7 7.82 163 5.96 57.6
"1337" "Ecuador" "1995" 4.05 3.36 8580 51 73.6 11.5 46.6 6.49 57.8
"1338" "Egypt" "1995" 6.47 3.71 6480 30.1 66.4 62.3 64.5 6.62 42.8
"1339" "El Salvador" "1995" 4.46 3.58 6240 49.9 71.6 5.63 277 5.79 54
"1340" "Equatorial Guinea" "1995" 17.3 5.97 2390 41.4 52.2 0.497 20 5.14 40.5
"1341" "Estonia" "1995" 1.57 1.43 12700 30.1 68 1.43 33.4 19.1 70.3
"1342" "Eswatini" "1995" 9.38 4.8 5260 59.2 59.3 0.927 54.9 3.6 22.3
"1343" "Ethiopia" "1995" 17.3 7 677 44.6 49.6 57 57.5 4.28 13.8
"1344" "Fiji" "1995" 2.49 3.28 9020 39.5 66.1 0.775 43.4 4.69 45.5
"1345" "Finland" "1995" 0.517 1.81 31500 23.5 76.9 5.12 16.9 19 81
"1346" "France" "1995" 0.651 1.72 35200 32.1 78.2 57.8 104 20.3 74.9
"1347" "Gabon" "1995" 8.93 5 18500 49 60.4 1.08 4.35 7.54 74.8
"1348" "Gambia" "1995" 14 6.04 2130 47.2 61.4 1.13 123 5.37 43.4
"1349" "Georgia" "1995" 4.52 1.88 3240 35.7 70 4.98 70.2 15.6 53.8
"1350" "Germany" "1995" 0.646 1.31 39400 28.9 76.9 81.1 233 20.9 73.9
"1351" "Ghana" "1995" 11.4 5.17 2580 39.4 59.9 17 76.6 4.78 40.1
"1352" "Greece" "1995" 0.847 1.37 24900 37 77.8 10.7 82 21.4 72.1
"1353" "Grenada" "1995" 1.81 3.12 8670 38.8 70.7 0.1 306 10.1 34.5
"1354" "Guatemala" "1995" 6.39 5.09 6030 56.6 64.1 10.4 96.7 5.53 43.7
"1355" "Guinea" "1995" 20.2 6.39 1600 45.7 53.5 7.27 30.4 6.25 29.5
"1356" "Guinea-Bissau" "1995" 20 6.29 2090 41.7 50.3 1.09 39.7 6.16 34.4
"1357" "Guyana" "1995" 5.28 3.07 6660 45 63.1 0.761 3.82 5.69 29.1
"1358" "Haiti" "1995" 12.4 4.89 2840 57.6 55.4 7.74 277 5.76 32.6
"1359" "Honduras" "1995" 4.63 4.64 4030 55.5 69.5 5.71 53.3 4.64 42.9
"1360" "Hong Kong, China" "1995" 0.551 1.16 34500 51.8 78.7 6.08 5680 14.2 100
"1361" "Hungary" "1995" 1.25 1.56 16600 31.4 70 10.3 114 19.6 65.2
"1362" "Iceland" "1995" 0.521 2.13 33700 25.8 78.4 0.268 2.67 15 91.6
"1363" "India" "1995" 10.9 3.65 2110 32.2 61.7 964 324 6.6 26.6
"1364" "Indonesia" "1995" 6.64 2.69 5890 33.6 66 197 104 7.2 36.1
"1365" "Iran" "1995" 4.42 3.22 9320 43.3 70.4 61.4 37.3 5.74 60.2
"1366" "Iraq" "1995" 4.89 5.42 2320 28.6 67.2 20.1 48.3 5.07 68.8
"1367" "Ireland" "1995" 0.73 1.9 32300 37 75.7 3.59 52.4 15.2 57.9
"1368" "Israel" "1995" 0.866 2.92 26200 37 77.8 5.27 253 13.1 90.9
"1369" "Italy" "1995" 0.748 1.24 38900 35.2 78.2 57.2 192 22.5 66.9
"1370" "Jamaica" "1995" 2.6 2.77 9960 38.8 75.3 2.53 232 8.67 50.6
"1371" "Japan" "1995" 0.567 1.41 34900 33.4 80.2 126 333 20.9 78
"1372" "Jordan" "1995" 3.1 4.61 8330 39 71.8 4.59 50.2 3.95 78.2
"1373" "Kazakhstan" "1995" 5.28 2.24 8550 34.5 64 15.8 6.09 9.16 55.9
"1374" "Kenya" "1995" 11.9 5.46 3300 43.7 57 27.8 46.3 3.47 18.3
"1375" "Kiribati" "1995" 8.17 4.37 2060 37 55.3 0.0777 112 5.26 36.4
"1376" "Kuwait" "1995" 1.43 2.72 63700 34.9 78.3 1.61 92.9 2.43 98.1
"1377" "Kyrgyz Republic" "1995" 6.28 3.3 2520 55.2 65.6 4.57 24 7.55 36.3
"1378" "Lao" "1995" 12.8 5.39 2330 34.7 55.6 4.85 21.3 5.17 17.4
"1379" "Latvia" "1995" 1.98 1.36 9600 31 66.7 2.51 41.3 18.9 68.8
"1380" "Lebanon" "1995" 2.56 2.62 13300 36.9 73.2 3.53 387 7.17 84.8
"1381" "Lesotho" "1995" 10.1 4.55 1560 61.6 57.1 1.9 63.7 6.46 17
"1382" "Liberia" "1995" 24.4 6.16 385 36.8 50.3 2.04 22.2 5.02 46
"1383" "Libya" "1995" 3.31 3.64 11900 38.2 74.6 4.95 2.82 5.05 76
"1384" "Lithuania" "1995" 1.51 1.64 10600 32.7 69 3.63 59.8 17.4 67.3
"1385" "Luxembourg" "1995" 0.634 1.71 80400 28 76.6 0.408 157 18.9 82.9
"1386" "Madagascar" "1995" 13.6 5.98 1570 42.3 57.9 13.5 23.8 4.47 25.8
"1387" "Malawi" "1995" 20.3 6.42 1050 65.6 46.3 9.84 107 4.96 13.3
"1388" "Malaysia" "1995" 1.33 3.31 14300 48.5 71.8 20.5 61.3 5.96 55.7
"1389" "Maldives" "1995" 6.24 4.3 10600 41.4 68.7 0.254 861 5.1 25.6
"1390" "Mali" "1995" 21.2 7.06 1460 48.8 51.7 9.59 8.13 5.31 25.5
"1391" "Malta" "1995" 0.938 1.97 19700 28.5 77.8 0.377 1210 16 90.9
"1392" "Mauritania" "1995" 11.4 5.77 4670 37.8 61.3 2.31 2.31 4.74 38.7
"1393" "Mauritius" "1995" 2.22 2.14 9570 35.4 71.1 1.13 572 8.51 43.3
"1394" "Mexico" "1995" 3.47 3.02 14800 53.2 72.3 91.7 45.9 6.55 73.4
"1395" "Micronesia, Fed. Sts." "1995" 5.53 4.66 3450 42.4 62 0.108 158 5.43 25.1
"1396" "Moldova" "1995" 3.84 1.9 5700 34.6 66 4.34 136 14.4 46.3
"1397" "Mongolia" "1995" 8.69 2.74 2500 33.2 59.5 2.3 1.5 5.38 56.8
"1398" "Montenegro" "1995" 1.51 1.98 8460 31 74.3 0.62 45.8 14.2 53.4
"1399" "Morocco" "1995" 6.25 3.3 3820 39.3 67.7 27 59.6 6.06 51.7
"1400" "Mozambique" "1995" 21.8 5.96 469 53.8 52.6 15.5 19.8 4.61 27.5
"1401" "Myanmar" "1995" 10.2 3.04 692 38.1 57 43.9 65.6 7.24 26.1
"1402" "Namibia" "1995" 7.07 4.59 6310 70.2 60.3 1.63 1.95 4.8 29.8
"1403" "Nepal" "1995" 10.7 4.72 1820 35.2 61.8 21.6 152 5.69 10.9
"1404" "Netherlands" "1995" 0.69 1.53 39500 29.6 77.7 15.5 459 17.7 72.8
"1405" "New Zealand" "1995" 0.874 2.11 29800 32.6 76.8 3.67 13.9 15.3 85.6
"1406" "Nicaragua" "1995" 5.05 3.78 3390 56.2 71.5 4.65 39.2 4.44 54.4
"1407" "Niger" "1995" 27.9 7.73 1010 41.8 48.6 9.49 7.75 3.68 15.8
"1408" "Nigeria" "1995" 20.6 6.26 2150 50.1 54.6 108 119 5.08 32.2
"1409" "North Korea" "1995" 7.28 2.12 2110 41.6 61.8 21.9 186 8.77 59
"1410" "North Macedonia" "1995" 2.42 1.98 9030 35.3 70.7 1.98 79.6 13.1 59.6
"1411" "Norway" "1995" 0.572 1.87 49300 26 78 4.37 14.3 20 73.8
"1412" "Oman" "1995" 2.41 5.35 33200 36.5 67.9 2.2 7.02 3.77 71.7
"1413" "Pakistan" "1995" 12.6 5.34 3180 29.4 60.3 124 173 5.38 31.8
"1414" "Palestine" "1995" 3.59 6.25 4050 34.2 70.9 2.62 436 3.38 70.2
"1415" "Panama" "1995" 2.8 2.85 12600 57.8 76.5 2.74 36.6 6.87 58.1
"1416" "Papua New Guinea" "1995" 7.95 4.67 3270 46.2 63.2 5.19 10.2 3.73 14.1
"1417" "Paraguay" "1995" 3.82 4.11 9310 58.2 75.4 4.78 11.4 6.06 52.1
"1418" "Peru" "1995" 5.83 3.32 6150 46.9 71.5 24.3 19.1 6.17 71
"1419" "Philippines" "1995" 4.38 4.01 4170 43.9 69.8 69.8 231 5.33 46.6
"1420" "Poland" "1995" 1.44 1.73 12500 34.6 72 38.5 125 15.8 61.5
"1421" "Portugal" "1995" 0.974 1.46 25500 37 75.5 10.1 109 20.6 51.1
"1422" "Qatar" "1995" 1.53 3.59 61200 35 71.8 0.513 44.5 2.34 95
"1423" "Romania" "1995" 2.71 1.37 12100 31.2 69.4 23 97.9 17.4 53.8
"1424" "Russia" "1995" 2.18 1.34 13300 46.9 64.8 148 9.07 16.6 73.4
"1425" "Rwanda" "1995" 24.4 6.17 746 42.4 46.4 5.84 235 3.14 9.84
"1426" "Samoa" "1995" 2.53 4.75 4100 40.7 67.7 0.17 61.8 6.17 21.5
"1427" "Sao Tome and Principe" "1995" 10.4 5.55 2560 32.1 64.1 0.132 139 6.53 48.6
"1428" "Saudi Arabia" "1995" 3.06 4.98 22300 37 69.4 18.6 8.79 3.95 78.7
"1429" "Senegal" "1995" 14 6 2380 41.4 59.2 8.69 44.8 5.14 39.6
